zipcode,centile,superzip,rank,adultpop,households,college,income,primary_city,state,county,latitude,longitude
37819,0.29861746293700075,0,23093,547,260,16.8,38571,Newcomb,TN,Campbell County,36.54,-84.2
75468,0.29860716432006235,0,23094,776,392,8.6,50992,Pattonville,TX,Lamar County,33.56,-95.39
15714,0.2985498223032602,0,23095,3823,1999,13,45269,Northern Cambria,PA,Cambria County,40.66,-78.78
48475,0.29854336643911483,0,23096,1927,1039,11.2,48021,Ubly,MI,Huron County,43.71,-82.93
50645,0.2985396839242737,0,23097,820,433,12,46830,Ionia,IA,Chickasaw County,43.03,-92.45
78406,0.2985015310194739,0,23098,1342,364,4.2,53804,Corpus Christi,TX,Nueces County,27.77,-97.52
93239,0.2984124668169925,0,23099,1196,399,0.7,54830,Kettleman City,CA,Kings County,36.05,-119.99
37722,0.29839268063370905,0,23100,4620,2300,13.4,44528,Cosby,TN,Cocke County,35.81,-83.25
29168,0.29838171937116476,0,23101,2812,1406,15,41771,Wedgefield,SC,Sumter County,33.89,-80.54
32066,0.2983756668136359,0,23102,5863,1748,15.4,41089,Mayo,FL,Lafayette County,30.05,-83.17
42088,0.2981133523427567,0,23103,1759,913,13.6,44199,Wingo,KY,Graves County,36.64,-88.73
30531,0.29810449044400855,0,23104,7557,3618,14.8,42043,Cornelia,GA,Habersham County,34.51,-83.52
78014,0.2980800189027615,0,23105,4368,1847,14.4,42741,Cotulla,TX,La Salle County,28.43,-99.23
78065,0.2980181468355804,0,23106,7499,3117,9.9,49670,Poteet,TX,Atascosa County,29.03,-98.57
26431,0.29801207554253234,0,23107,4568,2449,13.8,43819,Shinnston,WV,Harrison County,39.39,-80.29
65265,0.2979733955781134,0,23108,11443,6121,13.9,43682,Mexico,MO,Audrain County,39.16,-91.87
46531,0.29792349057482337,0,23109,1255,580,9.1,50500,Grovertown,IN,Starke County,41.36,-86.52
62695,0.29784757278761714,0,23110,154,98,16.3,39500,Woodson,IL,Morgan County,39.63,-90.22
44449,0.29766270206236023,0,23111,817,464,9.6,50000,North Benton,OH,Mahoning County,40.98,-81.01
54124,0.297646883863988,0,23112,2837,1528,12.6,45962,Gillett,WI,Oconto County,44.88,-88.3
77901,0.2976353122180773,0,23113,31706,14823,13.3,44663,Victoria,TX,Victoria County,28.82,-96.98
85006,0.2976249810604906,0,23114,19725,9131,19.5,32166,Phoenix,AZ,Maricopa County,33.46,-112.05
15362,0.29757526735667744,0,23115,557,301,11,48281,Spraggs,PA,Greene County,39.78,-80.22
77351,0.29756452105951925,0,23116,26771,12051,13,45207,Livingston,TX,Polk County,30.7,-94.93
96039,0.29753014829145724,0,23117,805,455,19.2,33092,Happy Camp,CA,Siskiyou County,41.78,-123.47
24354,0.2975290443751766,0,23118,11956,6102,15.9,40273,Marion,VA,Smyth County,36.83,-81.51
77357,0.29751213705172525,0,23119,17085,7341,11.3,47805,New Caney,TX,Montgomery County,30.15,-95.18
88025,0.29750869563337434,0,23120,292,165,20.7,28352,Buckhorn,NM,Grant County,33.03,-108.7
65081,0.29743374075306683,0,23121,3452,1134,10.8,48561,Tipton,MO,Moniteau County,38.65,-92.78
65601,0.29743162018855673,0,23122,541,264,10.5,48929,Aldrich,MO,Polk County,37.54,-93.55
58533,0.2973531573295099,0,23123,838,478,14.4,42667,Elgin,ND,Grant County,46.4,-101.84
83847,0.29733631853859016,0,23124,1145,620,19.2,33045,Naples,ID,Boundary County,48.59,-116.4
48618,0.2973246117997593,0,23125,4171,2218,14.7,42164,Coleman,MI,Midland County,43.75,-84.58
13693,0.29732022078661835,0,23126,381,196,12.9,45417,Three Mile Bay,NY,Jefferson County,43.99,-76.25
16160,0.29732022078661835,0,23127,707,379,12.9,45417,West Pittsburg,PA,Lawrence County,40.93,-80.36
35033,0.2973174405347491,0,23128,2628,1372,15.7,40568,Bremen,AL,Cullman County,33.93,-87.03
61368,0.2972577023441559,0,23129,1234,604,10.9,48409,Tiskilwa,IL,Bureau County,41.29,-89.5
99655,0.29717989226990327,0,23130,499,163,16.8,38393,Quinhagak,AK,Bethel Census Area,59.74,-161.89
76821,0.2971606464583092,0,23131,3682,1751,17.8,36365,Ballinger,TX,Runnels County,31.74,-99.95
28690,0.2971394659582407,0,23132,7311,3540,16.7,38629,Valdese,NC,Burke County,35.74,-81.55
70043,0.2971173141696171,0,23133,16301,7424,13.9,43590,Chalmette,LA,St. Bernard Parish,29.94,-89.96
50451,0.29710600136964377,0,23134,370,216,13.1,45000,Lakota,IA,Kossuth County,43.37,-94.09
46802,0.2971022084138635,0,23135,8418,4535,19.8,31340,Fort Wayne,IN,Allen County,41.07,-85.17
45879,0.29709393619081925,0,23136,4574,2450,11.4,47585,Paulding,OH,Paulding County,41.13,-84.58
48806,0.29705483023994633,0,23137,1237,629,11.8,46979,Ashley,MI,Gratiot County,43.18,-84.47
73095,0.29697005745655675,0,23138,1460,748,14.5,42459,Wayne,OK,McClain County,34.91,-97.31
26757,0.29695210932591504,0,23139,5139,2567,18.3,35320,Romney,WV,Hampshire County,39.34,-78.75
24422,0.29694755511657533,0,23140,4968,2732,15.9,40222,Clifton Forge,VA,Alleghany County,37.82,-79.82
26847,0.2968460155260957,0,23141,5263,2522,16.9,38167,Petersburg,WV,Grant County,38.99,-79.12
37181,0.2967506468227208,0,23142,1224,595,13.1,44943,Vanleer,TN,Dickson County,36.23,-87.44
50569,0.2967469258507699,0,23143,568,335,13.3,44554,Otho,IA,Webster County,42.42,-94.14
42350,0.29667615342773096,0,23144,1090,602,9.4,50093,Island,KY,McLean County,37.44,-87.14
16657,0.29667220812263456,0,23145,997,521,11.3,47721,James Creek,PA,Huntingdon County,40.33,-78.18
29617,0.29662761463792475,0,23146,20604,10458,17.8,36303,Greenville,SC,Greenville County,34.91,-82.47
22976,0.2966163644540217,0,23147,578,239,12.2,46375,Tyro,VA,Nelson County,37.81,-79.06
63087,0.29661432770628454,0,23148,652,307,4.9,53301,Valles Mines,MO,St. Francois County,38,-90.45
25502,0.29661171607406667,0,23149,1008,535,7.8,51507,Apple Grove,WV,Mason County,38.66,-82.12
40484,0.2965421215232808,0,23150,8698,4566,15.7,40483,Stanford,KY,Lincoln County,37.53,-84.66
81149,0.2964943075020993,0,23151,668,384,19.5,31983,Saguache,CO,Saguache County,38.08,-106.14
87743,0.296488560136254,0,23152,285,121,20.6,28542,Roy,NM,Harding County,35.94,-104.19
39769,0.29648158017072057,0,23153,1254,691,17.2,37473,Sturgis,MS,Oktibbeha County,33.34,-89.04
00731,0.2964702949809759,0,23154,10749,4482,22.2,16389,Ponce,PR,Ponce Municipio,18.11,-66.63
47714,0.296459822320954,0,23155,26510,13642,18,35868,Evansville,IN,Vanderburgh County,37.96,-87.52
51566,0.2964584595587364,0,23156,4967,3005,16.3,39365,Red Oak,IA,Montgomery County,41.01,-95.22
74554,0.29643067577559645,0,23157,1366,780,15.9,40170,Krebs,OK,Pittsburg County,34.92,-95.71
63628,0.2963799838806638,0,23158,12972,5271,11,48145,Bonne Terre,MO,St. Francois County,37.92,-90.54
21821,0.29632648609577805,0,23159,845,460,17.5,36765,Deal Island,MD,Somerset County,38.15,-75.94
61401,0.29630566650089846,0,23160,27643,13752,17.3,37262,Galesburg,IL,Knox County,40.95,-90.37
72616,0.29629167846655396,0,23161,7721,3676,15.8,40317,Berryville,AR,Carroll County,36.37,-93.56
28318,0.29627833680749116,0,23162,3521,1766,12,46629,Autryville,NC,Sampson County,34.99,-78.64
38241,0.2962252531761048,0,23163,706,377,16,39917,Palmersville,TN,Weakley County,36.41,-88.58
30541,0.2962239436621982,0,23164,1271,556,10.9,48333,Epworth,GA,Fannin County,34.92,-84.51
38659,0.29622048646657406,0,23165,2287,992,17.1,37654,Potts Camp,MS,Marshall County,34.64,-89.3
39428,0.29615292521224784,0,23166,6988,3276,18,35833,Collins,MS,Covington County,31.63,-89.55
79510,0.29611255609321396,0,23167,5343,2689,15.3,41059,Clyde,TX,Callahan County,32.4,-99.49
13329,0.2960675622601342,0,23168,3096,1647,13.7,43810,Dolgeville,NY,Herkimer County,43.1,-74.77
57735,0.2960616157061752,0,23169,1038,615,17.2,37426,Edgemont,SD,Fall River County,43.29,-103.82
68381,0.2959908935732003,0,23170,141,72,16.5,38906,Liberty,NE,Gage County,40.08,-96.48
32071,0.2959670260058067,0,23171,2292,1121,12.6,45823,O Brien,FL,Suwannee County,30.03,-82.92
13626,0.29596386512715817,0,23172,1813,939,10.8,48438,Copenhagen,NY,Lewis County,43.89,-75.67
80804,0.29594704605782907,0,23173,208,126,19.4,32167,Arriba,CO,Lincoln County,39.28,-103.27
75569,0.295936323919631,0,23174,2193,1211,15.8,40295,Nash,TX,Bowie County,33.44,-94.12
95203,0.2958685052984908,0,23175,11534,5232,15.2,41218,Stockton,CA,San Joaquin County,37.95,-121.32
62439,0.2958060982830395,0,23176,5773,3339,14.3,42714,Lawrenceville,IL,Lawrence County,38.72,-87.68
38965,0.2958052887115594,0,23177,6681,3494,16,39865,Water Valley,MS,Yalobusha County,34.16,-89.63
54177,0.29580072907877847,0,23178,2428,1429,15.9,40098,Wausaukee,WI,Marinette County,45.37,-87.95
81050,0.2957741221818206,0,23179,6925,3792,19.1,33091,La Junta,CO,Otero County,37.98,-103.54
36268,0.29575552175943604,0,23180,4541,2394,10.9,48278,Munford,AL,Talladega County,33.53,-85.92
04268,0.29570874410807424,0,23181,3629,1664,15.3,41034,Norway,ME,Oxford County,44.21,-70.55
78112,0.29566974465382295,0,23182,5752,2190,8.2,51131,Elmendorf,TX,Bexar County,29.25,-98.33
25601,0.29566927478681787,0,23183,4341,2138,11,48108,Logan,WV,Logan County,37.84,-81.98
45714,0.29565452747105764,0,23184,7793,4151,14.1,43059,Belpre,OH,Washington County,39.27,-81.58
32211,0.2956507320500821,0,23185,25698,12856,16.9,38025,Jacksonville,FL,Duval County,30.33,-81.58
25320,0.29563916336241813,0,23186,5236,2605,11.6,47127,Charleston,WV,Kanawha County,38.54,-81.63
42746,0.29562974531468567,0,23187,1320,697,15.4,40868,Hardyville,KY,Hart County,37.25,-85.8
78870,0.29556563287429555,0,23188,800,335,18.5,34632,Knippa,TX,Uvalde County,29.3,-99.63
58448,0.29555423379234297,0,23189,222,145,18.2,35341,Hannaford,ND,Griggs County,47.31,-98.18
45410,0.29553332791548437,0,23190,12065,6891,18.5,34626,Dayton,OH,Montgomery County,39.75,-84.16
75656,0.29552729557259794,0,23191,3291,1616,12.9,45238,Hughes Springs,TX,Cass County,32.99,-94.63
75966,0.2954749431193488,0,23192,3949,1741,17,37734,Newton,TX,Newton County,30.85,-93.75
47882,0.29546615172530716,0,23193,6642,3478,14.9,41681,Sullivan,IN,Sullivan County,39.09,-87.4
30427,0.2954646642240009,0,23194,9721,4174,13.2,44613,Glennville,GA,Tattnall County,31.93,-81.93
16022,0.2954233967863134,0,23195,282,155,8.1,51250,Bruin,PA,Butler County,41.05,-79.73
45229,0.2954202935933151,0,23196,9651,6007,21.9,19582,Cincinnati,OH,Hamilton County,39.15,-84.49
27938,0.295388998873219,0,23197,1242,577,13.9,43427,Gatesville,NC,Gates County,36.4,-76.75
75418,0.295377358201725,0,23198,11767,4719,15,41508,Bonham,TX,Fannin County,33.58,-96.18
49322,0.2952783124069505,0,23199,1245,531,9,50398,Coral,MI,Montcalm County,43.36,-85.4
29431,0.29527045778867256,0,23200,5535,2511,8.7,50679,Bonneau,SC,Berkeley County,33.3,-79.95
23222,0.29520764155011137,0,23201,19643,9650,18.3,35086,Richmond,VA,Richmond city,37.58,-77.42
00622,0.2952052010027189,0,23202,6175,2330,22.1,16727,Boqueron,PR,Cabo Rojo Municipio,17.99,-67.15
97122,0.2951671171235152,0,23203,309,168,16.5,38810,Hebo,OR,Tillamook County,45.17,-123.83
30204,0.29514303705593026,0,23204,10222,4288,16,39808,Barnesville,GA,Lamar County,33.05,-84.15
87040,0.2950987581306652,0,23205,371,166,22,18125,Paguate,NM,Cibola County,35.1,-107.38
87532,0.29505438799302824,0,23206,14452,6615,19.9,30673,Espanola,NM,Santa Fe County,36,-106.06
31014,0.2950531938504501,0,23207,10537,4471,16.3,39215,Cochran,GA,Bleckley County,32.38,-83.35
48427,0.29502646122833165,0,23208,2178,1122,12.8,45400,Deckerville,MI,Sanilac County,43.52,-82.74
22937,0.29500312417183816,0,23209,1530,694,14.6,42143,Esmont,VA,Albemarle County,37.83,-78.6
22949,0.2949423491183729,0,23210,1217,645,19,33245,Lovingston,VA,Nelson County,37.77,-78.88
31814,0.2949301064452004,0,23211,247,171,10.8,48350,Louvale,GA,Stewart County,32.22,-84.84
04983,0.2949298061839068,0,23212,1301,640,17.9,35921,Strong,ME,Franklin County,44.8,-70.22
57762,0.29490074986484643,0,23213,515,298,16,39792,Nisland,SD,Butte County,44.67,-103.55
84104,0.29487390433659344,0,23214,17402,7529,14.6,42130,Salt Lake City,UT,Salt Lake County,40.74,-111.98
76825,0.29483997382530946,0,23215,5168,2582,13.7,43750,Brady,TX,McCulloch County,31.13,-99.37
56237,0.2948040474886042,0,23216,396,224,12.6,45714,Echo,MN,Yellow Medicine County,44.62,-95.41
49224,0.2947539270268763,0,23217,10867,5239,17.8,36113,Albion,MI,Calhoun County,42.24,-84.75
78724,0.2947519765611296,0,23218,15740,6360,12.9,45158,Austin,TX,Travis County,30.3,-97.62
43901,0.29472304103684005,0,23219,1662,880,9.9,49423,Adena,OH,Jefferson County,40.21,-80.87
30289,0.2947185233124366,0,23220,37,23,21.6,22250,Turin,GA,Coweta County,33.32,-84.63
66106,0.29471775811455814,0,23221,17216,8364,11.3,47518,Kansas City,KS,Wyandotte County,39.07,-94.7
48223,0.29471621440669465,0,23222,17675,9398,19,33209,Detroit,MI,Wayne County,42.39,-83.25
30176,0.29471075399006474,0,23223,4997,2703,13.7,43723,Tallapoosa,GA,Haralson County,33.75,-85.29
16402,0.2946839735430769,0,23224,660,342,11,48000,Bear Lake,PA,Warren County,41.99,-79.5
00627,0.29467879366611993,0,23225,26113,11571,22,17579,Camuy,PR,Camuy Municipio,18.48,-66.84
17864,0.29465214633990705,0,23226,1569,695,10.3,48920,Port Trevorton,PA,Snyder County,40.7,-76.91
38848,0.29459090437768304,0,23227,453,252,10.8,48333,Greenwood Springs,MS,Monroe County,33.94,-88.27
12952,0.29456430783455617,0,23228,455,222,19.3,32222,Lyon Mountain,NY,Clinton County,44.72,-73.92
12202,0.2945632620969766,0,23229,7195,4172,20.4,28857,Albany,NY,Albany County,42.63,-73.76
48846,0.294537757144155,0,23230,16135,6112,13.1,44710,Ionia,MI,Ionia County,42.98,-85.05
25422,0.29450623217442196,0,23231,1706,880,19,33147,Great Cacapon,WV,Morgan County,39.62,-78.29
67622,0.29450338191089775,0,23232,579,305,15.5,40662,Almena,KS,Norton County,39.89,-99.7
21872,0.2944855787339873,0,23233,497,223,13.3,44362,Whaleyville,MD,Worcester County,38.4,-75.3
49971,0.29447516671786256,0,23234,417,227,17.6,36417,White Pine,MI,Ontonagon County,46.75,-89.58
49248,0.2943770764343707,0,23235,633,327,11,47969,Jasper,MI,Lenawee County,41.74,-83.94
29353,0.29435635889874256,0,23236,3622,1726,13.3,44349,Jonesville,SC,Union County,34.83,-81.67
26416,0.2943460277411559,0,23237,6792,3242,19.5,31700,Philippi,WV,Barbour County,39.15,-80.04
65689,0.2943260256063923,0,23238,3412,1761,18.9,33410,Cabool,MO,Texas County,37.12,-92.1
48456,0.294257885030222,0,23239,611,332,6.4,52206,Minden City,MI,Sanilac County,43.67,-82.77
50218,0.2942456472874316,0,23240,142,82,4.7,53182,Patterson,IA,Madison County,41.35,-93.88
74472,0.29420080432455453,0,23241,504,237,14.1,42917,Whitefield,OK,Haskell County,35.25,-95.23
29161,0.2941955904278558,0,23242,8123,4048,14.8,41731,Timmonsville,SC,Florence County,34.13,-79.94
61870,0.2941719338815302,0,23243,969,512,10,49250,Ridge Farm,IL,Vermilion County,39.89,-87.65
38736,0.29416659228749603,0,23244,337,159,17,37596,Doddsville,MS,Sunflower County,33.65,-90.52
29704,0.2941498920407944,0,23245,2984,1643,11.2,47650,Catawba,SC,York County,34.85,-80.91
70053,0.29414158333278373,0,23246,12799,6550,16,39711,Gretna,LA,Jefferson Parish,29.91,-90.05
04772,0.29412974889661786,0,23247,668,395,17.5,36583,Saint Agatha,ME,Aroostook County,47.24,-68.31
26293,0.29412266144839194,0,23248,505,273,14.4,42411,Valley Bend,WV,Randolph County,38.78,-79.94
97503,0.2941191066308863,0,23249,9638,3812,8.2,51004,White City,OR,Jackson County,42.56,-122.92
64724,0.294117464808089,0,23250,1459,789,15,41397,Appleton City,MO,St. Clair County,38.19,-94.03
59032,0.29411720596215185,0,23251,361,160,16.5,38750,Grass Range,MT,Fergus County,47.02,-108.88
64476,0.29411720596215185,0,23252,231,125,16.5,38750,Pickering,MO,Nodaway County,40.45,-94.84
76859,0.29411720596215185,0,23253,1587,873,16.5,38750,Menard,TX,Menard County,30.91,-99.78
38049,0.2941094908741638,0,23254,3416,1539,12.6,45650,Mason,TN,Tipton County,35.41,-89.53
48661,0.29407420401017514,0,23255,8490,4549,14.4,42406,West Branch,MI,Ogemaw County,44.27,-84.23
51009,0.29404812022853294,0,23256,120,79,12.2,46250,Calumet,IA,O'Brien County,42.94,-95.55
27016,0.29403385214753736,0,23257,1250,586,11.5,47143,Danbury,NC,Stokes County,36.45,-80.22
49047,0.2940257465719584,0,23258,11229,6032,14.4,42403,Dowagiac,MI,Cass County,41.98,-86.11
34743,0.29401229989539723,0,23259,31945,11241,14.2,42726,Kissimmee,FL,Osceola County,28.33,-81.36
35540,0.29400896250847247,0,23260,2096,1075,12.9,45074,Addison,AL,Winston County,34.19,-87.17
74467,0.293960413364835,0,23261,11892,6073,15.6,40429,Wagoner,OK,Wagoner County,35.95,-95.38
15219,0.2939433462964528,0,23262,14459,5327,21.5,22799,Pittsburgh,PA,Allegheny County,40.44,-79.98
97463,0.2939412750359339,0,23263,3327,1716,16.7,38278,Oakridge,OR,Lane County,43.74,-122.41
81087,0.29393632245036794,0,23264,87,60,19.8,30833,Vilas,CO,Baca County,37.37,-102.44
67838,0.29393483544211035,0,23265,833,346,6.4,52188,Deerfield,KS,Kearny County,37.98,-101.13
13841,0.2939225202920588,0,23266,454,224,16.3,39091,Smithville Flats,NY,Chenango County,42.41,-75.84
92227,0.29391844383836063,0,23267,18783,7412,13.4,44127,Brawley,CA,Imperial County,33.02,-115.45
48703,0.29389391904880263,0,23268,2568,1490,16.2,39262,Au Gres,MI,Arenac County,44.04,-83.69
45382,0.293892649471129,0,23269,929,445,7.6,51477,West Manchester,OH,Preble County,39.9,-84.62
83349,0.2938689036845776,0,23270,895,381,10.6,48527,Richfield,ID,Lincoln County,43.07,-114.17
17047,0.2938022594844243,0,23271,1824,873,9.6,49663,Loysville,PA,Perry County,40.38,-77.33
78656,0.29375041535529,0,23272,1885,806,12.8,45260,Maxwell,TX,Caldwell County,29.9,-97.81
49042,0.29373270240467675,0,23273,3712,1921,10.5,48646,Constantine,MI,St. Joseph County,41.83,-85.66
81221,0.2937115219046083,0,23274,255,122,9,50278,Coal Creek,CO,Fremont County,38.36,-105.14
71072,0.2936475618135337,0,23275,1117,553,17.7,36219,Shongaloo,LA,Webster Parish,32.94,-93.29
00674,0.2936112158998892,0,23276,31980,15726,21.9,18032,Manati,PR,Manati Municipio,18.43,-66.48
33898,0.2935780619264149,0,23277,13756,6276,15.8,40066,Lake Wales,FL,Polk County,27.84,-81.37
13464,0.29352957934316604,0,23278,1125,570,14.5,42197,Smyrna,NY,Chenango County,42.68,-75.56
90723,0.2935202253906275,0,23279,39023,14339,10.1,49064,Paramount,CA,Los Angeles County,33.89,-118.16
48060,0.29351345200879253,0,23280,30812,16393,15.8,40061,Port Huron,MI,St. Clair County,42.97,-82.42
95415,0.2934864033481079,0,23281,1118,459,16.3,39044,Boonville,CA,Mendocino County,38.99,-123.36
64650,0.2934558274801445,0,23282,595,274,16.6,38421,Kingston,MO,Caldwell County,39.64,-94.03
93728,0.2934470212949021,0,23283,11489,5680,18.3,34887,Fresno,CA,Fresno County,36.76,-119.82
33168,0.29344432633894046,0,23284,22743,6734,14,43036,Miami,FL,Miami-Dade County,25.89,-80.21
75140,0.29342913331513565,0,23285,5098,2224,13.6,43772,Grand Saline,TX,Van Zandt County,32.67,-95.71
43845,0.2933890866441811,0,23286,3707,1877,11.1,47718,West Lafayette,OH,Coshocton County,40.27,-81.75
31036,0.2933809943806798,0,23287,10183,4257,13.2,44392,Hawkinsville,GA,Pulaski County,32.28,-83.47
82225,0.2933733187358729,0,23288,1707,823,16.4,38831,Lusk,WY,Niobrara County,42.76,-104.45
04742,0.29333292940219746,0,23289,2699,1612,20,30076,Fort Fairfield,ME,Aroostook County,46.76,-67.83
43077,0.29330505046237015,0,23290,265,122,11.7,46786,Unionville Center,OH,Union County,40.14,-83.34
77533,0.2932884083943688,0,23291,620,336,9.8,49423,Daisetta,TX,Liberty County,30.11,-94.64
90018,0.29326458273535116,0,23292,39587,16395,17.1,37341,Los Angeles,CA,Los Angeles County,34.02,-118.31
32064,0.293230565942088,0,23293,5409,2195,16.7,38199,Live Oak,FL,Suwannee County,30.29,-82.98
44483,0.2932026268513858,0,23294,19584,11101,17.2,37152,Warren,OH,Trumbull County,41.23,-80.81
48441,0.29319866182469867,0,23295,3068,1689,15.1,41191,Harbor Beach,MI,Huron County,43.84,-82.65
15849,0.2931868357702204,0,23296,956,482,6.8,51944,Penfield,PA,Clearfield County,41.21,-78.6
33709,0.29318509435336676,0,23297,21929,11152,15.6,40387,Saint Petersburg,FL,Pinellas County,27.82,-82.73
39140,0.29317715591830523,0,23298,1909,1009,19.8,30673,Newhebron,MS,Lawrence County,31.72,-90.04
73542,0.2931710412377573,0,23299,3341,1671,15.2,40987,Frederick,OK,Tillman County,34.38,-99.01
68719,0.29316318020996657,0,23300,100,54,10.4,48750,Bristow,NE,Boyd County,42.83,-98.58
16822,0.2931620827031992,0,23301,1714,785,11.8,46657,Beech Creek,PA,Clinton County,41.07,-77.58
17255,0.29315491291731244,0,23302,860,469,9.4,49844,Shade Gap,PA,Huntingdon County,40.18,-77.86
17046,0.2931388200957305,0,23303,23024,11592,10.9,48003,Lebanon,PA,Lebanon County,40.38,-76.43
35470,0.29310537867999237,0,23304,3952,1838,22.1,13506,Livingston,AL,Sumter County,32.59,-88.18
85348,0.29305480757982816,0,23305,2336,1238,15.9,39813,Salome,AZ,La Paz County,33.72,-113.65
14904,0.29302787182527806,0,23306,11934,6439,14.3,42494,Elmira,NY,Chemung County,42.08,-76.8
49722,0.2930138162444738,0,23307,269,142,9.8,49405,Conway,MI,Emmet County,45.43,-84.86
23040,0.29298711912121833,0,23308,3597,1808,13.1,44545,Cumberland,VA,Cumberland County,37.49,-78.24
24079,0.29293113740143883,0,23309,1659,898,14.7,41812,Copper Hill,VA,Floyd County,37.08,-80.13
13123,0.29292521402033905,0,23310,296,101,0,55825,North Bay,NY,Oneida County,43.23,-75.77
34205,0.29289948522742204,0,23311,25326,12325,16.8,37926,Bradenton,FL,Manatee County,27.48,-82.57
62814,0.2928637383572397,0,23312,1579,761,8.7,50486,Bluford,IL,Jefferson County,38.32,-88.73
31201,0.29283477423662135,0,23313,6792,3300,21.7,19495,Macon,GA,Bibb County,32.8,-83.62
29626,0.2928057208758059,0,23314,10475,4979,13.3,44202,Anderson,SC,Anderson County,34.46,-82.76
64748,0.29278777027996933,0,23315,1026,594,13.4,44038,Golden City,MO,Barton County,37.39,-94.09
12452,0.2927557502981996,0,23316,219,116,20.1,29583,Lexington,NY,Greene County,42.25,-74.36
70036,0.2927530025869785,0,23317,927,482,8.3,50833,Barataria,LA,Jefferson Parish,29.71,-90.12
57221,0.2927524385493581,0,23318,546,279,9.9,49271,Bryant,SD,Hamlin County,44.58,-97.46
74354,0.2926464744190172,0,23319,13640,6930,16.3,38953,Miami,OK,Ottawa County,36.88,-94.87
01103,0.2926097621767427,0,23320,2008,1418,21.9,16720,Springfield,MA,Hampden County,42.1,-72.59
69030,0.29260369680018616,0,23321,179,100,12.9,45000,Haigler,NE,Dundy County,40.01,-101.93
36451,0.2925745236306734,0,23322,3776,1956,12.4,45793,Grove Hill,AL,Clarke County,31.7,-87.77
44608,0.2924777561731659,0,23323,1706,875,9.6,49567,Beach City,OH,Stark County,40.65,-81.58
49921,0.2924543737569979,0,23324,201,100,16.6,38333,Dodgeville,MI,Houghton County,47.09,-88.58
75936,0.2924438320713947,0,23325,630,307,13.6,43750,Chester,TX,Tyler County,30.92,-94.6
34758,0.29242331766819835,0,23326,28798,10259,13.8,43309,Kissimmee,FL,Osceola County,28.19,-81.49
13648,0.2923733249038059,0,23327,1816,934,13.1,44489,Harrisville,NY,Lewis County,44.15,-75.32
23888,0.29234389140923256,0,23328,1570,1073,17.1,37250,Wakefield,VA,Sussex County,36.96,-76.98
04739,0.29218502064883367,0,23329,753,357,17.2,37031,Eagle Lake,ME,Aroostook County,47.04,-68.59
70441,0.2921682114403156,0,23330,3504,1597,14.4,42271,Greensburg,LA,St. Helena Parish,30.82,-90.67
72425,0.2921619774441119,0,23331,293,143,4.7,53021,Delaplaine,AR,Greene County,36.23,-90.72
33597,0.29213664308308307,0,23332,6787,3022,12.3,45918,Webster,FL,Sumter County,28.61,-82.05
63771,0.29208672723291007,0,23333,2181,1077,12.7,45288,Oran,MO,Scott County,37.08,-89.65
66862,0.292054298521082,0,23334,67,55,19.4,31607,Matfield Green,KS,Chase County,38.15,-96.56
74523,0.29203404296382246,0,23335,4538,2408,18,35347,Antlers,OK,Pushmataha County,34.23,-95.61
14775,0.29202210005889195,0,23336,1973,1019,12.8,45104,Ripley,NY,Chautauqua County,42.26,-79.71
37079,0.2920059633567587,0,23337,1596,803,15.6,40277,Indian Mound,TN,Stewart County,36.47,-87.66
43740,0.29196928759944063,0,23338,223,117,4.8,52969,Gratiot,OH,Licking County,39.95,-82.21
50314,0.2919464889424922,0,23339,8652,4035,16.8,37826,Des Moines,IA,Polk County,41.6,-93.63
95698,0.29194028650084247,0,23340,164,88,15.9,39706,Zamora,CA,Yolo County,38.8,-121.9
73115,0.2917977328951711,0,23341,16096,8528,13.6,43658,Oklahoma City,OK,Oklahoma County,35.44,-97.44
47177,0.2917861854082211,0,23342,838,442,7.9,51111,Underwood,IN,Clark County,38.59,-85.78
62824,0.29172854756749533,0,23343,1288,688,10.3,48750,Clay City,IL,Clay County,38.68,-88.35
63841,0.2916495418715419,0,23344,10655,5531,15.9,39678,Dexter,MO,Stoddard County,36.79,-89.96
28425,0.29161444482790727,0,23345,9146,3925,16.6,38241,Burgaw,NC,Pender County,34.55,-77.92
52157,0.2916028746611199,0,23346,1449,861,14.4,42216,Mc Gregor,IA,Clayton County,43.02,-91.18
00660,0.29153648486953565,0,23347,13407,6271,21.6,19674,Hormigueros,PR,Hormigueros Municipio,18.14,-67.12
64857,0.29148643294036963,0,23348,263,130,8.9,50208,Purcell,MO,Jasper County,37.25,-94.44
62952,0.2914764242308614,0,23349,2516,1219,16,39421,Jonesboro,IL,Union County,37.45,-89.26
57242,0.2914344961197431,0,23350,228,125,6.6,51932,Hazel,SD,Hamlin County,44.75,-97.38
31901,0.29135115068678663,0,23351,5482,3097,21.8,16632,Columbus,GA,Muscogee County,32.47,-84.98
67675,0.2913197667264654,0,23352,141,68,20.6,27000,Woodston,KS,Rooks County,39.45,-99.09
05906,0.2913088217342446,0,23353,1064,538,15.1,41029,Lunenburg,VT,Essex County,44.47,-71.68
48742,0.2912880539085525,0,23354,1447,793,14.6,41850,Lincoln,MI,Alcona County,44.68,-83.41
76253,0.29122928059698705,0,23355,231,115,2.8,53750,Myra,TX,Cooke County,33.62,-97.31
