zipcode,centile,superzip,rank,adultpop,households,college,income,primary_city,state,county,latitude,longitude
78013,0.6056007629021898,0,11045,5115,1900,16.3,73264,Comfort,TX,Kendall County,29.97,-98.9
06516,0.6055913951446255,0,11046,43675,19387,24.1,55299,West Haven,CT,New Haven County,41.27,-72.96
98922,0.605529068987723,0,11047,5559,2866,25.5,53806,Cle Elum,WA,Kittitas County,47.2,-120.9
57330,0.6055049834967114,0,11048,454,222,29.4,51071,Delmont,SD,Douglas County,43.26,-98.15
46121,0.6054957463945569,0,11049,4229,2043,20,61422,Coatesville,IN,Putnam County,39.68,-86.66
66856,0.6054470261660965,0,11050,1307,703,21,59803,Lebo,KS,Coffey County,38.41,-95.85
24401,0.6053891067996531,0,11051,28563,14979,31.5,49905,Staunton,VA,Staunton city,38.15,-79.06
59471,0.6053807093444686,0,11052,233,130,36.8,47500,Roy,MT,Fergus County,47.42,-108.98
96752,0.6053589307869445,0,11053,2598,1099,18.1,66134,Kekaha,HI,Kauai County,21.97,-159.71
27559,0.6053357303025555,0,11054,1760,802,23.2,56400,Moncure,NC,Chatham County,35.62,-79.08
17404,0.605330765884045,0,11055,26118,13808,24.4,55000,York,PA,York County,40,-76.77
61242,0.6053304848512322,0,11056,952,455,17.1,69688,Cordova,IL,Rock Island County,41.67,-90.32
83860,0.6053295303261348,0,11057,4909,2528,28.5,51559,Sagle,ID,Bonner County,48.18,-116.56
66939,0.6052900077565588,0,11058,470,278,26.5,53000,Courtland,KS,Republic County,39.78,-97.89
50561,0.6052410912981854,0,11059,305,170,22.2,57727,Lytton,IA,Sac County,42.42,-94.86
30054,0.6052284063682206,0,11060,8905,4070,20.9,59929,Oxford,GA,Newton County,33.62,-83.87
15379,0.6051757753474738,0,11061,98,56,23.9,55500,West Middletown,PA,Washington County,40.24,-80.43
47648,0.6051633532077542,0,11062,3464,1718,21.4,59071,Fort Branch,IN,Gibson County,38.24,-87.57
48111,0.6051309831676939,0,11063,32024,16465,23,56662,Belleville,MI,Wayne County,42.2,-83.48
95417,0.6050436919365902,0,11064,330,144,20.3,60909,Branscomb,CA,Mendocino County,39.69,-123.61
98662,0.60499150021436,0,11065,24637,12258,21.6,58713,Vancouver,WA,Clark County,45.68,-122.57
05778,0.604988491685075,0,11066,502,273,27.6,52109,Whiting,VT,Addison County,43.87,-73.21
58365,0.6049831772081826,0,11067,207,124,20.1,61250,Rocklake,ND,Towner County,48.79,-99.24
01029,0.6049450795239186,0,11068,624,316,29.9,50750,East Otis,MA,Berkshire County,42.17,-73.03
22427,0.6049387483988515,0,11069,4084,1173,26.2,53188,Bowling Green,VA,Caroline County,38.04,-77.35
64093,0.6048759045500738,0,11070,22248,10345,37,47338,Warrensburg,MO,Johnson County,38.75,-93.72
04252,0.6048694940455568,0,11071,3455,1777,21.9,58179,Lisbon Falls,ME,Androscoggin County,44,-70.05
68747,0.6048252989370893,0,11072,123,63,23.5,55972,Mclean,NE,Pierce County,42.38,-97.46
99012,0.6047577204263817,0,11073,587,321,25.2,54028,Fairfield,WA,Spokane County,47.39,-117.18
77905,0.6047464105845486,0,11074,10873,5334,16.6,71619,Victoria,TX,Victoria County,28.73,-97.04
17824,0.6047084415837245,0,11075,3146,1782,24.5,54808,Elysburg,PA,Northumberland County,40.86,-76.54
76436,0.6046867710020312,0,11076,139,78,49.6,43478,Carlton,TX,Hamilton County,31.86,-98.23
33065,0.6046713738597229,0,11077,40717,17586,28.2,51736,Pompano Beach,FL,Broward County,26.27,-80.26
51008,0.6046373452334726,0,11078,86,54,23.3,56250,Brunsville,IA,Plymouth County,42.81,-96.27
27343,0.6046276791866967,0,11079,1144,546,24.5,54800,Semora,NC,Person County,36.49,-79.14
14803,0.6045905103895152,0,11080,747,444,44.2,45000,Alfred Station,NY,Allegany County,42.24,-77.81
58257,0.6043848437352871,0,11081,1743,855,34.2,48583,Mayville,ND,Traill County,47.5,-97.32
18656,0.6043798093050676,0,11082,1786,926,22.1,57803,Sweet Valley,PA,Luzerne County,41.28,-76.15
61925,0.6043561724803193,0,11083,505,239,20.9,59813,Dalton City,IL,Moultrie County,39.71,-88.8
66088,0.6043460765027651,0,11084,1863,958,21.3,59167,Valley Falls,KS,Jefferson County,39.34,-95.46
70030,0.6043084610113808,0,11085,3119,1422,16.9,70278,Des Allemands,LA,St. Charles Parish,29.8,-90.48
51238,0.604233663410831,0,11086,764,417,20.2,60956,Hospers,IA,Sioux County,43.07,-95.9
32073,0.6042102918415759,0,11087,31554,15042,23,56546,Orange Park,FL,Clay County,30.16,-81.7
05149,0.6042084616775832,0,11088,1803,984,31.3,49917,Ludlow,VT,Windsor County,43.39,-72.69
30909,0.604203320750786,0,11089,33906,17496,34.8,48280,Augusta,GA,Richmond County,33.47,-82.08
56552,0.6041958221072479,0,11090,298,155,20.7,60179,Hitterdal,MN,Clay County,46.97,-96.25
54914,0.6041958073161007,0,11091,24157,13033,26.8,52570,Appleton,WI,Outagamie County,44.28,-88.45
50278,0.6041571421428302,0,11092,608,310,20.8,60000,Zearing,IA,Story County,42.15,-93.29
33024,0.6041366183718999,0,11093,57738,23433,23.3,56172,Hollywood,FL,Broward County,26.03,-80.24
62231,0.6041166719506403,0,11094,5766,2926,23.1,56364,Carlyle,IL,Clinton County,38.61,-89.37
50658,0.6040169704128022,0,11095,1784,987,20.9,59779,Nashua,IA,Chickasaw County,42.95,-92.53
43412,0.603983586682715,0,11096,3658,1815,18.7,64233,Curtice,OH,Lucas County,41.63,-83.31
55987,0.603904541050613,0,11097,29814,13605,32.7,49222,Winona,MN,Winona County,44.04,-91.65
37060,0.6038669176706095,0,11098,1707,870,21.7,58359,Eagleville,TN,Rutherford County,35.74,-86.65
13331,0.6038304879402265,0,11099,144,87,43.1,45250,Eagle Bay,NY,Herkimer County,43.87,-74.88
55107,0.6037869618868621,0,11100,10661,5236,29.5,50870,Saint Paul,MN,Ramsey County,44.93,-93.08
52031,0.6037861552735817,0,11101,4045,2177,21.7,58347,Bellevue,IA,Jackson County,42.25,-90.42
37020,0.6037410233893225,0,11102,4202,1995,20.6,60296,Bell Buckle,TN,Bedford County,35.59,-86.35
85932,0.6037126874015574,0,11103,383,185,24.7,54395,Nutrioso,AZ,Apache County,33.93,-109.22
38655,0.6037103528577521,0,11104,33530,17357,45.5,44441,Oxford,MS,Lafayette County,34.35,-89.52
84757,0.6036993215835529,0,11105,885,423,27.9,51843,New Harmony,UT,Washington County,37.46,-113.26
38476,0.6036474276572502,0,11106,896,439,15,79792,Primm Springs,TN,Williamson County,35.8,-87.25
17403,0.6036277474776688,0,11107,30564,14808,27.5,52074,York,PA,York County,39.92,-76.71
95432,0.6036104881237379,0,11108,430,246,35.3,47955,Elk,CA,Mendocino County,39.12,-123.62
62828,0.6035858030962147,0,11109,988,573,25.6,53555,Dahlgren,IL,Hamilton County,38.19,-88.68
29445,0.6035663649990495,0,11110,44972,20708,22.9,56600,Goose Creek,SC,Berkeley County,32.98,-79.99
04530,0.6035658246273733,0,11111,8558,5146,35.8,47760,Bath,ME,Sagadahoc County,43.93,-69.83
53961,0.6035596172552555,0,11112,646,319,19.1,63162,Rock Springs,WI,Sauk County,43.47,-89.91
87549,0.6035317481762864,0,11113,401,257,30.7,50181,Ojo Caliente,NM,Rio Arriba County,36.3,-106.04
84763,0.6035187126949784,0,11114,299,129,44.6,44750,Rockville,UT,Washington County,37.15,-113.05
05401,0.6034626062361104,0,11115,25447,12246,56.4,41953,Burlington,VT,Chittenden County,44.48,-73.22
27948,0.6034421519837603,0,11116,8909,4713,23.6,55700,Kill Devil Hills,NC,Dare County,36.01,-75.66
12912,0.6033526751068954,0,11117,1659,866,22,57819,Au Sable Forks,NY,Clinton County,44.47,-73.78
34471,0.6033322016260473,0,11118,19112,9806,30.6,50216,Ocala,FL,Marion County,29.18,-82.13
33035,0.6033094976327575,0,11119,11186,4574,31.7,49655,Homestead,FL,Miami-Dade County,25.46,-80.45
02920,0.6032644998553494,0,11120,30444,14064,26,53159,Cranston,RI,Providence County,41.77,-71.47
97102,0.6032477079031859,0,11121,174,95,21.3,59010,Arch Cape,OR,Clatsop County,45.8,-123.96
29349,0.6031984887183693,0,11122,23437,11648,22.3,57359,Inman,SC,Spartanburg County,35.05,-82.09
30650,0.6031589952381678,0,11123,8831,4353,24,55191,Madison,GA,Morgan County,33.57,-83.47
38944,0.6030605263000646,0,11124,375,192,28.9,51250,Minter City,MS,Leflore County,33.75,-90.33
41033,0.6030574028923461,0,11125,1404,621,17.3,68466,De Mossville,KY,Pendleton County,38.74,-84.47
12803,0.6030538569495956,0,11126,6513,3581,20.5,60371,South Glens Falls,NY,Saratoga County,43.29,-73.63
04568,0.603037527468923,0,11127,400,253,51.3,42875,South Bristol,ME,Lincoln County,43.86,-69.56
70520,0.6030333331786655,0,11128,14155,6806,22.9,56543,Carencro,LA,Lafayette Parish,30.33,-92.03
70752,0.6029974600902022,0,11129,567,339,17.5,67649,Lakeland,LA,Pointe Coupee Parish,30.59,-91.41
75965,0.6029823301755913,0,11130,15128,7697,41.9,45588,Nacogdoches,TX,Nacogdoches County,31.72,-94.63
74632,0.6029421720776255,0,11131,407,235,29.9,50625,Braman,OK,Kay County,36.92,-97.33
84783,0.6028972418466875,0,11132,714,306,30.4,50282,Dammeron Valley,UT,Washington County,37.26,-113.69
06256,0.6028832114108946,0,11133,1777,881,24.5,54596,North Windham,CT,Windham County,41.73,-72.16
05735,0.6028718083846096,0,11134,3726,1426,22.9,56528,Castleton,VT,Rutland County,43.62,-73.18
12496,0.6028712192019535,0,11135,1252,604,22.5,57045,Windham,NY,Greene County,42.3,-74.25
37341,0.6028348974472412,0,11136,9144,4394,20.1,60968,Harrison,TN,Hamilton County,35.12,-85.14
42413,0.6028277222379176,0,11137,2584,1228,20.5,60350,Hanson,KY,Hopkins County,37.41,-87.47
34231,0.6028046026120656,0,11138,25072,14139,31.2,49878,Sarasota,FL,Sarasota County,27.27,-82.52
18053,0.6027681457643821,0,11139,1707,828,19.1,63068,Germansville,PA,Lehigh County,40.72,-75.71
11230,0.6027520445611902,0,11140,64980,30831,40.5,46013,Brooklyn,NY,Kings County,40.62,-73.97
72730,0.6027209924167085,0,11141,5921,3256,32.1,49431,Farmington,AR,Washington County,36.04,-94.24
62440,0.602681837654846,0,11142,968,506,21.5,58625,Lerna,IL,Coles County,39.41,-88.28
95692,0.6026124506737957,0,11143,3910,1701,16.9,69953,Wheatland,CA,Yuba County,39.04,-121.39
68945,0.6025984330571449,0,11144,176,103,24.6,54432,Heartwell,NE,Kearney County,40.56,-98.78
27283,0.6025363869468805,0,11145,2236,1141,24.4,54680,Julian,NC,Guilford County,35.95,-79.63
68453,0.6025226074683209,0,11146,245,144,17.2,68750,Tobias,NE,Saline County,40.41,-97.33
35972,0.6025128857080351,0,11147,811,379,17.5,67537,Gallant,AL,Etowah County,33.99,-86.22
21865,0.6024208731269722,0,11148,389,147,11.9,130425,Tyaskin,MD,Wicomico County,38.32,-75.87
98402,0.602367163828202,0,11149,6064,3601,41.1,45797,Tacoma,WA,Pierce County,47.26,-122.44
68846,0.6023512534312842,0,11150,257,131,17.4,67917,Hordville,NE,Hamilton County,41.07,-97.89
31757,0.602351018251345,0,11151,8005,3992,25,53980,Thomasville,GA,Thomas County,30.87,-83.9
68837,0.602275954409119,0,11152,133,77,16.7,70688,Elyria,NE,Valley County,41.66,-99.08
50644,0.6022689448612588,0,11153,6645,3560,21.9,57857,Independence,IA,Buchanan County,42.46,-91.89
57366,0.6022683290544697,0,11154,1763,927,23.9,55208,Parkston,SD,Hutchinson County,43.39,-97.98
78125,0.6022654546320105,0,11155,73,38,27.7,51875,Mineral,TX,Bee County,28.55,-97.97
33189,0.6022289948261459,0,11156,20367,7763,25.6,53438,Miami,FL,Miami-Dade County,25.57,-80.34
95736,0.6021876539255178,0,11157,209,72,42.7,45238,Weimar,CA,Placer County,39.04,-120.98
60471,0.602186993252087,0,11158,10872,5193,29.3,50896,Richton Park,IL,Cook County,41.48,-87.72
53108,0.6021834054008038,0,11159,2665,1291,17.2,68673,Caledonia,WI,Racine County,42.82,-87.93
67601,0.6021260298573909,0,11160,19102,9705,37.3,47006,Hays,KS,Ellis County,38.87,-99.31
85745,0.6021244945312152,0,11161,31166,15965,34.6,48172,Tucson,AZ,Pima County,32.25,-111.08
73069,0.6021038248204567,0,11162,20002,10044,39.3,46304,Norman,OK,Cleveland County,35.25,-97.46
57773,0.6021012629851313,0,11163,186,102,15.6,75714,Pringle,SD,Custer County,43.6,-103.59
54656,0.6020943821206943,0,11164,13530,7266,21.4,58727,Sparta,WI,Monroe County,43.94,-90.8
75492,0.6020667294862057,0,11165,346,186,28.5,51324,Windom,TX,Fannin County,33.56,-95.99
57634,0.6020537802868766,0,11166,101,47,37.5,46908,Keldron,SD,Corson County,45.93,-101.8
42374,0.6020501953937664,0,11167,352,145,13.8,88920,South Carrollton,KY,Muhlenberg County,37.33,-87.14
49892,0.6019688181761489,0,11168,1603,857,22.7,56696,Vulcan,MI,Dickinson County,45.78,-87.87
76905,0.6019642506547089,0,11169,8959,4410,20.6,60086,San Angelo,TX,Tom Green County,31.51,-100.32
50585,0.6019077063764279,0,11170,911,513,20.2,60721,Sioux Rapids,IA,Buena Vista County,42.89,-95.14
19975,0.6018656821225763,0,11171,7894,4056,26.5,52674,Selbyville,DE,Sussex County,38.47,-75.17
17502,0.601862468488543,0,11172,2123,1011,16,73685,Bainbridge,PA,Lancaster County,40.09,-76.67
62421,0.6018415492996281,0,11173,438,202,17.1,68958,Claremont,IL,Richland County,38.71,-87.97
14069,0.6018298075550388,0,11174,738,362,23.8,55278,Glenwood,NY,Erie County,42.6,-78.63
69028,0.6017804133410303,0,11175,622,329,21,59375,Eustis,NE,Frontier County,40.66,-100.02
64108,0.6017445767376247,0,11176,6632,3988,45.7,44206,Kansas City,MO,Jackson County,39.09,-94.58
68322,0.6017389822141465,0,11177,365,215,30.2,50313,Bruning,NE,Thayer County,40.33,-97.56
62640,0.6016970486795271,0,11178,2937,1529,20.5,60247,Girard,IL,Macoupin County,39.44,-89.78
67436,0.601596979333999,0,11179,555,299,24.6,54345,Delphos,KS,Ottawa County,39.27,-97.76
57633,0.6015951733289127,0,11180,303,158,22.5,56923,Isabel,SD,Dewey County,45.39,-101.42
51248,0.6015937681652239,0,11181,1460,812,18.8,63684,Sanborn,IA,O'Brien County,43.18,-95.65
23072,0.6015638371934331,0,11182,9407,4838,19.9,61157,Hayes,VA,Gloucester County,37.29,-76.45
13827,0.6015564879410848,0,11183,9207,5021,26.6,52538,Owego,NY,Tioga County,42.1,-76.26
98603,0.601522787186324,0,11184,883,456,19.7,61528,Ariel,WA,Cowlitz County,46.01,-122.47
60615,0.6015124663826372,0,11185,33769,20470,57.3,41679,Chicago,IL,Cook County,41.8,-87.6
51239,0.6014854236383742,0,11186,2190,1088,19.5,61905,Hull,IA,Sioux County,43.19,-96.13
54630,0.6014583005287105,0,11187,3085,1683,23.8,55250,Galesville,WI,Trempealeau County,44.08,-91.35
07644,0.6014540209425668,0,11188,19786,9005,22.3,57188,Lodi,NJ,Bergen County,40.88,-74.08
24901,0.6013740557910522,0,11189,7563,4255,35.6,47649,Lewisburg,WV,Greenbrier County,37.8,-80.43
79938,0.6013043251612458,0,11190,50718,21340,23.4,55742,El Paso,TX,El Paso County,31.83,-105.97
81639,0.6012399183760272,0,11191,1776,916,20.7,59844,Hayden,CO,Routt County,40.48,-107.26
54873,0.6012325094658386,0,11192,2358,1369,25.5,53425,Solon Springs,WI,Douglas County,46.34,-91.82
08091,0.601184285728487,0,11193,4358,2058,21.1,59122,West Berlin,NJ,Camden County,39.81,-74.92
89820,0.6011812949484862,0,11194,3965,1968,14.4,83250,Battle Mountain,NV,Lander County,40.47,-117.03
14482,0.6011696458954625,0,11195,6402,3509,25.9,53083,Le Roy,NY,Genesee County,42.97,-77.99
43150,0.6011647081010855,0,11196,1595,790,24.3,54643,Rushville,OH,Fairfield County,39.76,-82.43
22801,0.6011080878946822,0,11197,32916,13146,39.5,46211,Harrisonburg,VA,Harrisonburg city,38.43,-78.87
12187,0.6010762873156674,0,11198,364,199,31.2,49732,Warnerville,NY,Schoharie County,42.61,-74.47
93041,0.6009866196323199,0,11199,18583,7127,19.4,62032,Port Hueneme,CA,Ventura County,34.11,-119.11
68045,0.6009716361504907,0,11200,1380,713,22.1,57454,Oakland,NE,Burt County,41.83,-96.46
84302,0.6009385733894074,0,11201,17516,8378,24.3,54621,Brigham City,UT,Box Elder County,41.51,-112.04
84309,0.6009200868591786,0,11202,375,181,19.5,61875,Deweyville,UT,Box Elder County,41.71,-112.1
58301,0.6009062684305961,0,11203,7870,4356,24.3,54619,Devils Lake,ND,Ramsey County,48.11,-98.87
60548,0.6009038535212069,0,11204,9239,4217,17.6,66911,Sandwich,IL,DeKalb County,41.64,-88.62
50536,0.6008935302523557,0,11205,3558,1822,29.2,50857,Emmetsburg,IA,Palo Alto County,43.11,-94.68
34957,0.6008877271730046,0,11206,20420,10689,30.3,50193,Jensen Beach,FL,Martin County,27.23,-80.23
26209,0.6008842754008222,0,11207,152,79,46.5,43906,Snowshoe,WV,Pocahontas County,38.4,-79.99
16933,0.6008472106350449,0,11208,5951,2825,29.5,50679,Mansfield,PA,Tioga County,41.8,-77.07
95236,0.6008375105683992,0,11209,3342,1540,16.6,70809,Linden,CA,San Joaquin County,38.05,-121.03
79092,0.6008198543174448,0,11210,754,357,22.5,56875,Vega,TX,Oldham County,35.24,-102.42
92025,0.6007874458202672,0,11211,38768,15181,23.4,55703,Escondido,CA,San Diego County,33.09,-116.94
17855,0.600768967178696,0,11212,869,426,20.6,60000,New Berlin,PA,Union County,40.88,-76.98
61912,0.600768967178696,0,11213,987,558,20.6,60000,Ashmore,IL,Coles County,39.53,-88.02
77833,0.600768535768837,0,11214,22396,9725,24.2,54721,Brenham,TX,Washington County,30.15,-96.39
47281,0.6006506834609157,0,11215,1010,534,17.3,68000,Vallonia,IN,Jackson County,38.8,-86.05
50543,0.6006044935131889,0,11216,1104,626,28.4,51282,Gowrie,IA,Webster County,42.27,-94.28
98325,0.6005908584953757,0,11217,1241,624,24.2,54697,Chimacum,WA,Jefferson County,47.97,-122.78
70774,0.6005803449129227,0,11218,7904,3731,15.1,78183,Saint Amant,LA,Ascension Parish,30.19,-90.78
45826,0.600544187340603,0,11219,358,194,20.9,59375,Chickasaw,OH,Mercer County,40.44,-84.49
77611,0.6005234555067651,0,11220,6280,3078,16.8,69897,Bridge City,TX,Orange County,30.02,-93.85
40013,0.6005082915723408,0,11221,3861,1913,18.5,64243,Coxs Creek,KY,Nelson County,37.9,-85.46
16901,0.6004934831197033,0,11222,8122,3945,25,53809,Wellsboro,PA,Tioga County,41.74,-77.3
92557,0.6003646059470937,0,11223,38236,13892,17.5,67121,Moreno Valley,CA,Riverside County,33.97,-117.25
96719,0.6003525698576281,0,11224,1329,519,18,65670,Hawi,HI,Hawaii County,20.24,-155.83
78379,0.6002629228820695,0,11225,1273,503,22.4,56917,Riviera,TX,Kleberg County,27.28,-97.81
53960,0.6002445265781404,0,11226,2778,1429,18.4,64507,Rio,WI,Columbia County,43.45,-89.23
68816,0.6002198716261256,0,11227,193,113,25.4,53417,Archer,NE,Merrick County,41.16,-98.13
15958,0.6001182220877188,0,11228,1635,858,21.1,58984,Summerhill,PA,Cambria County,40.39,-78.73
96826,0.6001021223636238,0,11229,27275,14723,34.7,47926,Honolulu,HI,Honolulu County,21.29,-157.83
91776,0.6000610048100556,0,11230,31740,11532,27.1,52051,San Gabriel,CA,Los Angeles County,34.08,-118.09
28327,0.6000204922164153,0,11231,11492,5951,28,51491,Carthage,NC,Moore County,35.34,-79.41
10985,0.6000175349630058,0,11232,176,50,11.4,173710,Thompson Ridge,NY,Orange County,41.58,-74.37
82421,0.5999977926603679,0,11233,269,135,16.1,72750,Deaver,WY,Big Horn County,44.88,-108.59
03447,0.5999327656311271,0,11234,1933,1005,27.6,51767,Fitzwilliam,NH,Cheshire County,42.78,-72.15
47524,0.5999227204365885,0,11235,346,177,17.8,66250,Decker,IN,Knox County,38.51,-87.52
48034,0.5998972066091237,0,11236,11721,7168,41.9,45265,Southfield,MI,Oakland County,42.5,-83.29
16316,0.5998800419188357,0,11237,4499,2464,24,54852,Conneaut Lake,PA,Crawford County,41.6,-80.3
67492,0.5998518429960553,0,11238,203,97,18,65586,Woodbine,KS,Dickinson County,38.79,-96.95
63379,0.5998493003894216,0,11239,18390,8485,18.8,63411,Troy,MO,Lincoln County,38.97,-90.98
52033,0.5998143837983985,0,11240,2307,1265,20.1,60638,Cascade,IA,Dubuque County,42.29,-91
61021,0.5997497738807762,0,11241,18698,8678,20.1,60627,Dixon,IL,Lee County,41.84,-89.47
36619,0.5997432741360804,0,11242,12243,5716,20.2,60492,Mobile,AL,Mobile County,30.6,-88.2
14111,0.5997382273799272,0,11243,2558,1316,22.9,56250,North Collins,NY,Erie County,42.59,-78.93
41034,0.5997382273799272,0,11244,748,400,22.9,56250,Dover,KY,Mason County,38.75,-83.88
58054,0.599729861972305,0,11245,2323,1333,19.7,61287,Lisbon,ND,Ransom County,46.43,-97.68
44089,0.5996823625106033,0,11246,12938,6631,23.2,55853,Vermilion,OH,Erie County,41.41,-82.31
45215,0.5996146232689075,0,11247,23606,12691,32.2,49135,Cincinnati,OH,Hamilton County,39.24,-84.46
19032,0.5995817493420247,0,11248,4837,2313,20.2,60478,Folcroft,PA,Delaware County,39.89,-75.28
69127,0.5995683662676294,0,11249,750,414,22.4,56875,Brule,NE,Keith County,41.09,-101.88
57026,0.5995600486848602,0,11250,865,473,18.2,64952,Elkton,SD,Brookings County,44.23,-96.47
28715,0.5995554382690516,0,11251,20379,10058,28.9,50925,Candler,NC,Buncombe County,35.53,-82.69
66537,0.5995439080384416,0,11252,896,447,20.7,59625,Scranton,KS,Osage County,38.77,-95.74
76015,0.599513081213223,0,11253,12812,6351,25.7,53125,Arlington,TX,Tarrant County,32.69,-97.12
55971,0.599504427870307,0,11254,2275,1205,21.1,58911,Rushford,MN,Fillmore County,43.81,-91.75
62544,0.5995027559720435,0,11255,1314,647,17.8,66161,Macon,IL,Macon County,39.7,-88.99
67124,0.599502469022918,0,11256,6150,3131,26.4,52515,Pratt,KS,Pratt County,37.64,-98.73
01344,0.599481575471955,0,11257,1191,602,16.7,70109,Erving,MA,Franklin County,42.6,-72.4
60106,0.5994568874862389,0,11258,15595,6901,19.1,62604,Bensenville,IL,DuPage County,41.95,-87.94
76624,0.5993856013156487,0,11259,1531,726,19.5,61667,Axtell,TX,McLennan County,31.65,-96.97
13367,0.5993627804719339,0,11260,6522,3086,21.8,57679,Lowville,NY,Lewis County,43.78,-75.48
72571,0.5993353299836808,0,11261,210,96,16.6,70500,Rosie,AR,Independence County,35.65,-91.53
53063,0.5993145873030362,0,11262,1264,642,17.4,67333,Newton,WI,Manitowoc County,43.99,-87.73
03246,0.599285380606899,0,11263,13518,6904,26.2,52702,Laconia,NH,Belknap County,43.56,-71.48
15656,0.5992777158089576,0,11264,8138,4315,23.8,55025,Leechburg,PA,Westmoreland County,40.63,-79.6
58031,0.5992724531012439,0,11265,389,221,17.6,66625,Fingal,ND,Barnes County,46.76,-97.79
49267,0.5992580242892849,0,11266,3221,1570,20.5,60000,Ottawa Lake,MI,Monroe County,41.76,-83.74
62546,0.5992580242892849,0,11267,1095,584,20.5,60000,Morrisonville,IL,Christian County,39.42,-89.45
83622,0.5992488502963467,0,11268,1582,823,32,49201,Garden Valley,ID,Boise County,44.08,-115.85
04049,0.5992357901629766,0,11269,2866,1274,18.6,63773,Limington,ME,York County,43.73,-70.71
97027,0.5992337928584729,0,11270,9414,4945,22,57400,Gladstone,OR,Clackamas County,45.38,-122.59
78597,0.5992096314393395,0,11271,2602,1586,42.3,45060,South Padre Island,TX,Cameron County,26.41,-97.23
27968,0.5992067678637378,0,11272,120,92,31.7,49375,Rodanthe,NC,Dare County,35.73,-75.51
85014,0.5991863688318708,0,11273,22211,12663,38.2,46390,Phoenix,AZ,Maricopa County,33.5,-112.05
89045,0.59915364528203,0,11274,1449,779,13.3,93125,Round Mountain,NV,Nye County,38.79,-117.11
28451,0.5991438712596806,0,11275,25761,13383,25.6,53141,Leland,NC,Brunswick County,34.24,-78
74434,0.5991400812621543,0,11276,6645,3327,26.8,52162,Fort Gibson,OK,Muskogee County,35.78,-95.24
56264,0.5991338378981275,0,11277,1672,879,19.1,62548,Minneota,MN,Lyon County,44.56,-95.98
05857,0.5990729568411105,0,11278,1766,863,20.6,59781,Newport Center,VT,Orleans County,44.95,-72.3
68841,0.599041676419143,0,11279,467,243,18.8,63281,Giltner,NE,Hamilton County,40.77,-98.15
76205,0.599028655236063,0,11280,17739,7298,38.3,46347,Denton,TX,Denton County,33.19,-97.13
35004,0.5990278979267576,0,11281,8549,4460,19.9,60877,Moody,AL,St. Clair County,33.59,-86.49
15027,0.59902396051034,0,11282,1806,982,24,54773,Conway,PA,Beaver County,40.66,-80.24
28768,0.5990198426413074,0,11283,6045,3020,29.2,50741,Pisgah Forest,NC,Transylvania County,35.27,-82.67
14432,0.5990021868832713,0,11284,4822,2307,21,59006,Clifton Springs,NY,Ontario County,42.95,-77.13
02542,0.5989688637971587,0,11285,546,278,33,48750,Buzzards Bay,MA,Barnstable County,41.71,-70.55
73073,0.598961787195738,0,11286,378,213,18.9,63021,Orlando,OK,Logan County,36.14,-97.37
92346,0.5989216872764869,0,11287,45064,16944,20,60732,Highland,CA,San Bernardino County,34.13,-117.15
37085,0.5989075863360176,0,11288,3682,1911,20.8,59360,Lascassas,TN,Rutherford County,35.94,-86.29
13212,0.5989042686707166,0,11289,16431,8599,24.1,54610,Syracuse,NY,Onondaga County,43.13,-76.13
51031,0.5989026697423623,0,11290,9058,5003,20.5,59951,Le Mars,IA,Plymouth County,42.78,-96.16
04461,0.598843669139418,0,11291,2404,1193,20.4,60075,Milford,ME,Penobscot County,44.94,-68.64
80045,0.5988193721343302,0,11292,740,486,82.4,39375,Aurora,CO,Adams County,39.75,-104.84
16442,0.5988183416809354,0,11293,2222,1060,19.6,61368,Wattsburg,PA,Erie County,42,-79.8
24502,0.5988073390031028,0,11294,38303,16182,33,48722,Lynchburg,VA,Lynchburg city,37.36,-79.22
05039,0.5987767513021849,0,11295,867,472,28,51406,Corinth,VT,Orange County,44.02,-72.23
04554,0.5987739671059977,0,11296,726,415,34,48194,New Harbor,ME,Lincoln County,43.85,-69.5
75135,0.5987667420995021,0,11297,4710,2166,14.8,79400,Caddo Mills,TX,Hunt County,33.06,-96.22
17522,0.5987639470565486,0,11298,25872,12929,22.2,57040,Ephrata,PA,Lancaster County,40.18,-76.18
16361,0.5987551832727724,0,11299,33,15,27.3,51875,Tylersburg,PA,Clarion County,41.38,-79.35
48473,0.5987524365475685,0,11300,17087,8745,20.7,59524,Swartz Creek,MI,Genesee County,42.96,-83.82
97452,0.5987144493041735,0,11301,1366,667,20.4,60048,Lowell,OR,Lane County,43.87,-122.75
65076,0.5987039791093518,0,11302,496,267,20.7,59519,Saint Thomas,MO,Cole County,38.36,-92.21
39216,0.5986445825954313,0,11303,3259,1652,45.4,44041,Jackson,MS,Hinds County,32.33,-90.16
44641,0.598640664407474,0,11304,15901,8083,19.6,61350,Louisville,OH,Stark County,40.83,-81.26
13495,0.5985973715620105,0,11305,1623,850,24.1,54583,Yorkville,NY,Oneida County,43.11,-75.27
04456,0.5985392362440329,0,11306,2279,1091,22,57326,Levant,ME,Penobscot County,44.86,-68.93
67020,0.5985232336487671,0,11307,1201,605,24,54716,Burrton,KS,Harvey County,38.02,-97.67
55983,0.5985037743508782,0,11308,1161,648,20.8,59306,Wanamingo,MN,Goodhue County,44.3,-92.79
